id,GrLivArea,OverallQual,YearBuilt,YearRemodAdd,LotArea,SalePrice
981,2612,8,1998,1999,12203,336000
982,1266,7,2007,2007,3182,159895
983,2290,8,2002,2002,11250,255900
984,1734,5,1977,1977,10125,126000
985,1164,5,1950,1950,10880,125000
986,1635,6,1910,2003,5310,117000
987,1940,9,2009,2010,10159,395192
988,2030,6,1976,1976,12046,195000
989,1576,7,2006,2006,8125,197000
990,2392,8,1997,1998,9452,348000
991,1742,8,1882,1986,17671,168000
992,1851,6,1964,1993,9760,187000
993,1500,6,2005,2006,8846,173900
994,1718,10,2006,2007,12456,337500
995,1230,4,1946,1950,4712,121600
996,1050,5,1961,1961,10659,136500
997,1442,6,1970,1970,11717,185000
998,1077,3,1922,1950,9786,91000
999,1208,7,2006,2006,6762,206000
1000,944,3,1952,1952,10206,82000
1001,691,5,1920,1950,5400,86000
1002,1574,8,2006,2006,11957,232000
1003,1680,5,1976,1976,11500,136905
1004,1504,7,2005,2006,3182,181000
1005,985,5,1977,1977,8385,149900
1006,1657,6,1970,1970,12155,163500
1007,1092,4,1970,1970,2217,88000
1008,1710,7,2004,2005,12118,240000
1009,1522,5,1926,1950,6000,102000
1010,1271,5,1948,1950,21286,135000
1011,1664,5,1965,1965,9825,100000
1012,1502,6,1923,1996,10592,165000
1013,1022,5,1910,2006,7200,85000
1014,1082,6,1948,1950,11664,119200
1015,1665,8,2001,2001,8400,227000
1016,1504,7,1996,1996,11883,203000
1017,1360,8,1984,1984,5814,187500
1018,1472,7,1991,1992,10784,160000
1019,1506,7,2005,2005,3013,213490
1020,1132,4,2005,2005,7024,176000
1021,1220,7,2006,2006,7406,194000
1022,1248,5,1930,1950,9439,87000
1023,1504,7,2005,2006,3182,191000
1024,2898,8,1976,1976,15498,287000
1025,882,5,1972,1972,7700,112500
1026,1264,5,1960,1960,9300,167500
1027,1646,8,2007,2008,9520,293077
1028,1376,5,1941,1950,9492,105000
1029,1218,6,1972,1972,1680,118000
1030,1928,5,1916,1995,7082,160000
1031,3082,7,1920,1970,15863,197000
1032,2520,8,1993,1993,14541,310000
1033,1654,7,2002,2002,8125,230000
1034,954,5,1938,1950,6305,119750
1035,845,4,1957,1957,11500,84000
1036,1620,9,2007,2008,12898,315500
1037,2263,8,2001,2002,9240,287000
1038,1344,4,1970,2008,1533,97000
1039,630,4,1970,1970,1477,80000
1040,1803,5,1957,2000,13125,155000
1041,1632,6,1966,2000,9130,173000
1042,1306,6,2005,2005,5381,196000
1043,2329,7,1990,1990,11839,262280
1044,2524,8,1981,1981,9600,278000
1045,1733,3,1955,1955,13680,139600
1046,2868,9,2005,2006,16056,556581
1047,990,5,1994,1995,9245,145000
1048,1771,5,1960,2006,21750,115000
1049,930,4,1946,2006,11100,84900
1050,1302,7,2007,2007,8993,176485
1051,1316,7,2007,2007,11175,200141
1052,1977,6,1964,1978,9500,165000
1053,1526,5,1957,2002,8562,144500
1054,1989,8,2002,2002,11367,255000
1055,1523,6,1976,1976,11361,180000
1056,1364,7,2005,2005,7052,185850
1057,1850,7,1994,1994,29959,248000
1058,2184,9,2008,2008,11308,335000
1059,1991,6,1932,1950,11275,220000
1060,1338,8,2001,2001,4920,213500
1061,894,3,1935,1950,18000,81000
1062,2337,5,1900,1950,13600,90000
1063,1103,6,1925,1980,6000,110500
1064,1154,5,1966,1966,11000,154000
1065,2260,7,1996,1997,14000,328000
1066,1571,6,1993,1994,7837,178000
1067,1611,6,1964,1964,9760,167900
1068,2521,6,1973,1973,3964,151400
1069,893,5,1949,2003,9600,135000
1070,1048,5,1956,1956,10152,135000
1071,1556,6,1968,1968,11700,154000
1072,1456,5,1948,1950,7585,91500
1073,1426,6,1977,1977,7950,159500
1074,1240,7,2006,2006,8556,194000
1075,1740,7,1940,1984,13125,219500
1076,1466,5,1936,1989,10800,170000
1077,1096,5,1969,1969,15870,138800
1078,848,6,2004,2004,4435,155900
1079,990,5,1994,1994,8775,126000
1080,1258,6,1971,2004,11040,145000
1081,1040,5,1963,1963,7500,133000
1082,1459,7,2002,2002,8749,192000
1083,1251,6,1964,1964,8800,160000
1084,1498,6,1995,1996,13031,187500
1085,996,6,1992,1992,9069,147000
1086,1092,4,1973,1973,1974,83500
1087,1953,8,2005,2006,10574,252000
1088,1709,7,2004,2004,2522,137500
1089,1247,8,2005,2005,3316,197000
1090,1040,3,1950,1950,8544,92900
1091,1252,7,1999,2000,2160,160000
1092,1694,6,1925,1950,8400,136500
1093,1200,5,1965,1998,9230,146000
1094,936,5,1956,2000,5868,129000
1095,1314,6,2006,2006,9317,176432
1096,1355,6,1914,2006,6882,127000
1097,1088,8,1986,1986,3696,170000
1098,1324,4,1936,1950,6000,128000
1099,1601,7,1978,1978,11880,157000
1100,438,2,1920,1950,8400,60000
1101,950,5,1971,1971,9758,119500
1102,1134,5,1960,2002,7000,135000
1103,1194,6,1959,1959,8910,159500
1104,1302,5,1970,1970,2016,106000
1105,2622,8,1994,1995,12256,325000
1106,1442,7,1990,1991,10357,179900
1107,2021,7,2006,2006,23257,274725
1108,1690,6,2000,2000,8063,181000
1109,1836,8,2004,2005,11362,280000
1110,1658,6,1995,1996,8000,188000
1111,1964,7,1976,1976,10480,205000
1112,816,5,1957,1957,7100,129900
1113,1008,5,1953,2006,8923,134500
1114,833,5,1954,2000,5400,117000
1115,1734,8,2007,2007,12085,318000
1116,1419,8,2002,2002,7750,184100
1117,894,5,1967,2003,9764,130000
1118,1601,5,1958,1987,13825,140000
1119,1040,5,1959,1959,7560,133700
1120,1012,6,1920,1950,8263,118400
1121,1552,7,2005,2006,10084,212900
1122,960,4,1956,1956,8926,112000
1123,698,5,1947,2008,9405,118000
1124,1482,7,1992,1992,9125,163900
1125,1005,4,1955,1955,10434,115000
1126,1555,7,2007,2007,3684,174000
1127,1530,7,2004,2004,14572,259000
1128,1959,7,2004,2005,11796,215000
1129,936,5,1980,1980,7200,140000
1130,1981,4,1928,1950,7804,135000
1131,974,5,1991,1992,10712,93500
1132,2210,6,1880,1950,9900,117500
1133,2020,8,1995,1995,9828,239500
1134,1600,6,1997,1997,8773,169000
1135,986,6,1926,1950,6180,102000
1136,1252,6,1950,1950,9600,119000
1137,1020,5,1875,1996,6342,94000
1138,1567,6,1977,1977,9819,196000
1139,1167,5,1920,1950,8731,144000
1140,952,5,1951,1951,7350,139000
1141,1868,5,1976,1976,10304,197500
1142,2828,8,2006,2007,9965,424870
1143,1006,5,1959,1959,9000,80000
1144,924,4,1941,1950,12180,80000
1145,1576,5,1928,1950,6240,149000
1146,1298,6,1985,1985,11200,180000
1147,1564,7,1941,1950,12000,174500
1148,1111,7,1926,1950,5700,116900
1149,1482,7,1920,1988,9000,143000
1150,932,6,1950,1950,8280,124000
1151,1466,5,1959,1959,17755,149900
1152,1811,6,1956,2004,14115,230000
1153,816,6,1930,2007,5890,120500
1154,1820,7,1965,1988,13700,201800
1155,1437,5,1976,2004,10768,218000
1156,1265,5,1965,1999,9350,179900
1157,1314,7,2007,2008,5001,230000
1158,1580,8,2007,2008,11932,235128
1159,1876,6,1974,1974,9120,185000
1160,1456,6,1978,1978,2280,146000
1161,1640,6,1954,2006,14778,224000
1162,894,5,1968,1968,8724,129000
1163,1258,4,1969,1969,12900,108959
1164,1432,5,1978,1978,16157,194000
1165,1502,7,2009,2009,9541,233170
1166,1694,8,2008,2008,10475,245350
1167,1671,6,2000,2000,10852,173000
1168,2108,6,1935,1986,13728,235000
1169,3627,10,1995,1996,35760,625000
1170,1118,6,1977,1977,9880,171000
1171,1261,6,1958,1958,9120,163000
1172,1250,7,2006,2007,4017,171900
1173,3086,5,1946,1994,18030,200500
1174,2345,6,1932,1950,16560,239000
1175,2872,8,1992,2000,10678,285000
1176,923,5,1984,1985,6951,119500
1177,1224,6,1926,2004,3950,115000
1178,1343,5,1921,1950,7681,154900
1179,1124,5,1954,1954,8335,93000
1180,2514,7,1990,1991,11170,250000
1181,1652,8,2008,2008,5587,392500
1182,4476,10,1996,1996,15623,745000
1183,1130,5,1920,1950,10800,120000
1184,1572,5,1963,1963,35133,186700
1185,1221,5,1924,1950,9738,104900
1186,1699,3,1900,1970,10615,95000
1187,1624,8,1994,1995,12461,262000
1188,1660,7,2002,2002,8935,195000
1189,1804,7,1999,1999,7500,189000
1190,1622,4,1961,1975,32463,168000
1191,1441,8,1999,2000,2645,174000
1192,1472,5,1925,1994,9600,125000
1193,1224,6,1999,1999,4500,165000
1194,1352,6,1969,1969,9364,158000
1195,1456,6,2005,2005,8029,176000
1196,1863,7,2006,2006,14054,219210
1197,1690,7,1916,1950,8850,144000
1198,1212,7,2001,2001,9100,178000
1199,1382,4,1963,1979,11235,148000
1200,864,4,1970,1970,9353,116050
1201,1779,7,1998,1998,10400,197900
1202,1348,5,1925,1997,6000,117000
1203,1630,7,2000,2001,9750,213000
1204,1074,5,1975,1975,10140,153500
1205,2196,7,1990,1991,14684,271900
1206,1056,4,1966,1966,8900,107000
1207,1700,6,2003,2003,9135,200000
1208,1283,5,1962,1980,7763,140000
1209,1660,8,2006,2006,10182,290000
1210,1845,6,1992,1992,11218,189000
1211,1752,8,1988,2005,12134,164000
1212,672,4,1941,1950,9340,113000
1213,960,4,1965,2001,10246,145000
1214,999,5,1962,1962,10205,134500
1215,894,5,1966,1966,7094,125000
1216,1902,6,1978,1978,8930,112000
1217,1314,8,2009,2009,8640,229456
1218,912,4,1947,1950,6240,80500
1219,1218,6,1971,1971,1680,91500
1220,912,5,1964,1964,7800,115000
1221,1211,5,1968,1968,8250,134000
1222,1846,6,1949,1950,10496,143000
1223,2136,5,1951,1951,10680,137900
1224,1490,7,2004,2005,15384,184000
1225,1138,6,1958,1958,10482,145000
1226,1933,6,2007,2007,14598,214000
1227,912,5,1965,2008,8872,147000
1228,1702,9,2008,2008,8769,367294
1229,1507,5,1960,1960,7910,127000
1230,2620,5,1977,1977,18890,190000
1231,1190,5,1962,1962,7728,132500
1232,1224,4,1962,1962,9842,101800
1233,1188,5,1959,1959,12160,142000
1234,1964,5,1911,1950,8525,130000
1235,1784,5,1914,1950,13132,138887
1236,1626,7,2003,2003,2628,175500
1237,1948,7,2004,2005,12393,195000
1238,1141,6,2005,2005,13072,142500
1239,1484,8,2006,2006,9037,265900
1240,1768,7,2003,2003,8158,224900
1241,1689,7,2007,2007,9849,248328
1242,1173,7,1974,1974,10625,170000
1243,2076,10,2006,2006,13891,465000
1244,1517,8,1929,1950,11435,230000
1245,1868,6,1984,2003,12090,178000
1246,1553,7,2005,2006,8125,186500
1247,1034,6,1976,1976,12328,169900
1248,2058,6,1917,1950,9600,129500
1249,988,5,1950,1950,7200,119000
1250,2110,7,1968,1968,11160,244000
1251,1405,7,2003,2003,3136,171750
1252,874,5,1968,1968,9858,130000
1253,2167,7,1974,2003,17542,294000
1254,1656,7,2003,2004,6931,165400
1255,1367,6,1931,1950,6240,127500
1256,1987,8,1994,1994,14303,301500
1257,864,5,1922,1950,4060,99900
1258,1166,7,2005,2005,9587,190000
1259,1054,6,1969,1969,9750,151000
1260,1675,6,1999,1999,24682,181000
1261,1050,5,1956,1956,9600,128900
1262,1788,4,1957,1989,11250,161500
1263,1824,6,1919,1950,13515,180500
1264,1337,6,1998,1999,4060,181000
1265,1452,7,1999,1999,3735,183900
1266,1889,7,1910,1950,10120,122000
1267,2018,9,2008,2009,13214,378500
1268,3447,8,1935,1997,14100,381000
1269,1524,5,1958,1958,11344,144000
1270,1524,7,1979,1979,23595,260000
1271,1489,6,1968,1968,9156,185750
1272,935,5,1965,1965,13526,137000
1273,1357,6,1959,2006,11512,177000
1274,1250,5,1910,2003,5362,139000
1275,1920,5,1948,1950,11345,137000
1276,1395,6,1972,1972,12936,162000
1277,1724,6,1967,1976,17871,197900
1278,2031,8,2002,2002,9473,237000
1279,1128,4,1920,1950,7500,68400
1280,1573,7,2002,2002,9808,227000
1281,1339,7,1990,1990,8049,180000
1282,1040,5,1977,2008,8800,150500
1283,1824,6,1971,1971,9400,139000
1284,2447,6,1919,1990,9638,169000
1285,1412,6,1939,1950,6000,132500
1286,1328,6,1963,1963,9790,143000
1287,1582,5,1964,1964,36500,190000
1288,1659,8,2000,2000,5664,278000
1289,1970,8,2006,2006,11065,281000
1290,1152,5,1964,1964,14112,180500
1291,1302,5,1972,1972,1680,119500
1292,2372,5,1892,1965,6600,107500
1293,1664,7,1976,1976,10140,162900
1294,864,5,1955,1990,8172,115000
1295,1052,5,1968,1968,8400,138500
1296,1128,5,1963,1963,8700,155000
1297,1072,6,2005,2006,3675,140000
1299,1246,5,1959,1994,7500,154000
1300,1983,7,1999,1999,10762,225000
1301,1494,6,1942,1950,7500,177500
1302,2526,8,1994,1994,10120,290000
1303,1616,7,2005,2005,8688,232000
1304,1708,7,2004,2004,3363,130000
1305,1652,9,2006,2007,13173,325000
1306,1368,7,2005,2006,6955,202500
1307,990,5,1994,1995,8072,138000
1308,1122,5,1948,2005,12000,147000
1309,1294,6,1991,1991,7153,179200
1310,1902,7,1959,2002,17500,335000
1311,1274,7,2005,2007,8814,203000
1312,2810,8,1990,1990,9572,302000
1313,2599,9,1999,1999,14774,333168
1314,948,4,1954,1954,8190,119000
1315,2112,6,1969,1969,11075,206900
1316,1630,8,2008,2008,10226,295493
1317,1352,7,2006,2007,4230,208900
1318,1787,8,2001,2002,14781,275000
1319,948,4,1954,1954,10215,111000
1320,1478,6,1957,1957,8400,156500
1321,720,3,1949,1950,6627,72500
1322,1923,7,1992,1992,10186,190000
1323,708,4,1940,1950,5330,82500
1324,1795,8,2006,2007,9986,147000
1325,796,4,1922,1950,3636,55000
1326,774,3,1931,2006,4270,79000
1327,816,5,1982,2008,6600,130500
1328,2792,6,1920,1950,10440,256000
1329,1632,7,1998,1998,9084,176500
1330,1588,8,2006,2006,10000,227000
1331,954,5,1976,1976,10780,132500
1332,816,4,1938,1958,8877,100000
1333,1360,5,1938,1995,7200,125500
1334,1365,5,1970,1970,2368,125000
1335,1334,6,1977,1977,9650,167900
1336,1656,5,1973,1973,9246,135000
1337,693,4,1941,1950,4118,52500
1338,1861,7,2002,2002,13450,200000
1339,864,5,1972,1972,9560,128500
1340,872,4,1971,1971,8294,123000
1341,1114,6,2003,2004,13695,155000
1342,2169,8,2002,2002,9375,228500
1343,1913,6,1928,1950,7558,177000
1344,1456,7,2006,2006,11103,155835
1345,960,4,1920,1950,6000,108500
1346,2156,7,1968,2003,20781,262500
1347,1776,8,2006,2007,15306,283463
1348,1494,7,1998,1998,16196,215000
1349,2358,8,1872,1987,5250,122000
1350,2634,5,1969,1969,11643,200000
1351,1716,6,1962,1962,9247,171000
1352,1176,6,1937,2000,6000,134900
1353,3238,8,1995,1996,14720,410000
1354,1865,7,2000,2000,10316,235000
1355,1920,7,1968,1992,10192,170000
1356,892,5,1966,1966,9477,110000
1357,1078,5,1971,2008,12537,149900
1358,1573,6,2000,2000,2117,177500
1359,1980,9,2004,2005,16737,315000
1360,2601,5,1921,1998,9842,189000
1361,1530,7,2005,2005,16158,260000
1362,1738,4,1920,2007,12513,104900
1363,1412,6,2006,2007,8499,156932
1364,1200,7,2005,2005,3180,144152
1365,1674,7,2000,2000,7500,216000
1366,1790,7,1999,1999,9179,193000
1367,1475,5,1977,1977,2665,127000
1368,848,6,2003,2004,4435,144000
1369,1668,8,2003,2003,10635,232000
1370,1374,4,1920,1950,5400,105000
1371,1661,6,1955,1996,9600,165500
1372,2097,7,1998,1998,9750,274300
1373,2633,10,2001,2002,11400,466500
1374,1958,7,2005,2005,10625,250000
1375,1571,8,2007,2007,10991,239000
1376,790,6,1930,1950,6292,91000
1377,1604,5,1941,1960,10998,117000
1378,987,6,1973,1973,1953,83000
1379,1394,5,2006,2007,9735,167500
1380,864,3,1914,1950,8212,58500
1381,2117,6,1970,1970,12925,237500
1382,1762,7,1920,1950,7200,157000
1383,1416,5,1918,2007,25339,112000
1384,1258,6,1939,1950,9060,105000
1385,1154,4,1922,2007,5436,125500
1386,2784,7,1978,1978,16692,250000
1387,2526,6,1916,1950,8520,136000
1388,1746,9,2006,2007,14892,377500
1389,1218,6,1941,1950,6000,131000
1390,1525,7,2000,2000,9100,235000
1391,1584,5,1967,1967,8944,124000
1392,900,5,1967,1967,7838,123000
1393,1912,6,1905,2000,10800,163000
1394,1500,7,2006,2006,4045,246578
1395,2482,8,2005,2006,12665,281213
1396,1687,5,1948,1950,57200,160000
1397,1513,5,1920,2004,6120,137500
1398,1904,5,1950,1982,7200,138000
1399,1608,6,1925,1990,6171,137450
1400,1158,6,1929,1950,6000,120000
1401,1593,6,2004,2004,7415,193000
1402,1294,7,2006,2006,6762,193879
1403,1464,8,2007,2007,15256,282922
1404,1214,3,1915,1950,10410,105000
1405,1646,8,2004,2005,3842,275000
1406,768,5,1972,2007,8445,133000
1407,833,5,1985,1985,8780,112000
1408,1363,4,1910,1950,7740,125500
1409,2093,7,1986,1991,20544,215000
1410,1840,7,2001,2001,12420,230000
1411,1668,6,1950,2005,9600,140000
1412,1040,4,1949,1950,7200,90000
1413,1844,8,2005,2006,10994,257000
1414,1848,6,1923,2000,13053,207000
1415,1569,7,2007,2007,3635,175900
1416,2290,4,1885,1950,11340,122500
1417,2450,8,1998,1998,16545,340000
1418,1144,5,1963,1963,9204,124000
1419,1844,6,1969,1969,16381,223000
1420,1416,6,1968,1968,11700,179900
1421,1069,6,1977,1977,4043,127500
1422,848,6,2003,2003,4435,136500
1423,2201,6,1966,1966,19690,274970
1424,1344,5,1958,1983,9503,144000
1425,1252,6,1959,1959,10721,142000
1426,2127,7,1994,1994,10944,271000
1427,1558,5,1945,1950,10930,140000
1428,804,5,1940,1992,7200,119000
1429,1440,6,1981,1981,12546,182900
1430,1838,5,2005,2005,21930,192140
1431,958,6,1976,1976,4928,143750
1432,968,4,1927,2007,10800,64500
1433,1792,6,2000,2000,10261,186500
1434,1126,5,1977,1977,17400,160000
1435,1537,6,1962,2005,8400,174000
1436,864,4,1971,1971,9000,120500
1437,1932,8,2008,2008,12444,394617
1438,1236,6,1957,1996,7407,149700
1439,1725,7,1979,1979,11584,197000
1440,2555,6,1922,1994,11526,191000
1441,848,6,2004,2004,4426,149300
1442,2007,10,2008,2008,11003,310000
1443,952,6,1916,1950,8854,121000
1444,1422,7,2004,2004,8500,179600
1445,913,6,1966,1966,8400,129000
1446,1188,5,1962,1962,26142,157900
1447,2090,8,1995,1996,10000,240000
1448,1346,4,1910,2000,11767,112000
1449,630,5,1970,1970,1533,92000
1450,1792,5,1974,1974,9000,136000
1451,1578,8,2008,2009,9262,287090
1452,1072,5,2005,2005,3675,145000
1453,1140,5,2006,2006,17217,84500
1454,1221,7,2004,2005,7500,185000
1455,1647,6,1999,2000,7917,175000
1456,2073,6,1978,1988,13175,210000
1457,2340,7,1941,2006,9042,266500
1458,1078,5,1950,1996,9717,142125
1459,1256,5,1965,1965,9937,147500